field	asl	initial	promptgroup	prompt	special	pp	interest	base	size	extra	menu
D34LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D34NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D34NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D34PR	ASL0		GUI_HIST	"Display Precision"			1				
D34PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D35CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d35ca"	
D35CV	ASL0			"Current Value"	SPC_NOMOD		1				
D35DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d35da"	
D35EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D35HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D35LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D35LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D35NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D35NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D35PR	ASL0		GUI_HIST	"Display Precision"			1				
D35PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D36CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d36ca"	
D36CV	ASL0			"Current Value"	SPC_NOMOD		1				
D36DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d36da"	
D36EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D36HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D36LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D36LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D36NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D36NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D36PR	ASL0		GUI_HIST	"Display Precision"			1				
D36PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D37CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d37ca"	
D37CV	ASL0			"Current Value"	SPC_NOMOD		1				
D37DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d37da"	
D37EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D37HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D37LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D37LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D37NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D37NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D37PR	ASL0		GUI_HIST	"Display Precision"			1				
D37PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D38CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d38ca"	
D38CV	ASL0			"Current Value"	SPC_NOMOD		1				
D38DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d38da"	
D38EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D38HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D38LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D38LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D38NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D38NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D38PR	ASL0		GUI_HIST	"Display Precision"			1				
D38PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D39CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d39ca"	
D39CV	ASL0			"Current Value"	SPC_NOMOD		1				
D39DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d39da"	
D39EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D39HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D39LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D39LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D39NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D39NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D39PR	ASL0		GUI_HIST	"Display Precision"			1				
D39PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D40CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d40ca"	
D40CV	ASL0			"Current Value"	SPC_NOMOD		1				
D40DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d40da"	
D40EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D40HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D40LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D40LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D40NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D40NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D40PR	ASL0		GUI_HIST	"Display Precision"			1				
D40PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D41CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d41ca"	
D41CV	ASL0			"Current Value"	SPC_NOMOD		1				
D41DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d41da"	
D41EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D41HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D41LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D41LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D41NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D41NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D41PR	ASL0		GUI_HIST	"Display Precision"			1				
D41PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D42CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d42ca"	
D42CV	ASL0			"Current Value"	SPC_NOMOD		1				
D42DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d42da"	
D42EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D42HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D42LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D42LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D42NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D42NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D42PR	ASL0		GUI_HIST	"Display Precision"			1				
D42PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D43CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d43ca"	
D43CV	ASL0			"Current Value"	SPC_NOMOD		1				
D43DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d43da"	
D43EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D43HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D43LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D43LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D43NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D43NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D43PR	ASL0		GUI_HIST	"Display Precision"			1				
D43PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D44CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d44ca"	
D44CV	ASL0			"Current Value"	SPC_NOMOD		1				
D44DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d44da"	
D44EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D44HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D44LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D44LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D44NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D44NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D44PR	ASL0		GUI_HIST	"Display Precision"			1				
D44PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D45CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d45ca"	
D45CV	ASL0			"Current Value"	SPC_NOMOD		1				
D45DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d45da"	
D45EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D45HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D45LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D45LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D45NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D45NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D45PR	ASL0		GUI_HIST	"Display Precision"			1				
D45PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D46CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d46ca"	
D46CV	ASL0			"Current Value"	SPC_NOMOD		1				
D46DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d46da"	
D46EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D46HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D46LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D46LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D46NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D46NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D46PR	ASL0		GUI_HIST	"Display Precision"			1				
D46PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D47CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d47ca"	
D47CV	ASL0			"Current Value"	SPC_NOMOD		1				
D47DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d47da"	
D47EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D47HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D47LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D47LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D47NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D47NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D47PR	ASL0		GUI_HIST	"Display Precision"			1				
D47PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D48CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d48ca"	
D48CV	ASL0			"Current Value"	SPC_NOMOD		1				
D48DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d48da"	
D48EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D48HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D48LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D48LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D48NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D48NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D48PR	ASL0		GUI_HIST	"Display Precision"			1				
D48PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D49CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d49ca"	
D49CV	ASL0			"Current Value"	SPC_NOMOD		1				
D49DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d49da"	
D49EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D49HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D49LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D49LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D49NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D49NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D49PR	ASL0		GUI_HIST	"Display Precision"			1				
D49PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D50CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d50ca"	
D50CV	ASL0			"Current Value"	SPC_NOMOD		1				
D50DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d50da"	
D50EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D50HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D50LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D50LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D50NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D50NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D50PR	ASL0		GUI_HIST	"Display Precision"			1				
D50PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D51CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d51ca"	
D51CV	ASL0			"Current Value"	SPC_NOMOD		1				
D51DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d51da"	
D51EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D51HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D51LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D51LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D51NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D51NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D51PR	ASL0		GUI_HIST	"Display Precision"			1				
D51PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D52CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d52ca"	
D52CV	ASL0			"Current Value"	SPC_NOMOD		1				
D52DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d52da"	
D52EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D52HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D52LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D52LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D52NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D52NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D52PR	ASL0		GUI_HIST	"Display Precision"			1				
D52PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D53CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d53ca"	
D53CV	ASL0			"Current Value"	SPC_NOMOD		1				
D53DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d53da"	
D53EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D53HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D53LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D53LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D53NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D53NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D53PR	ASL0		GUI_HIST	"Display Precision"			1				
D53PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D54CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d54ca"	
D54CV	ASL0			"Current Value"	SPC_NOMOD		1				
D54DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d54da"	
D54EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D54HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D54LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D54LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D54NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D54NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D54PR	ASL0		GUI_HIST	"Display Precision"			1				
D54PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D55CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d55ca"	
D55CV	ASL0			"Current Value"	SPC_NOMOD		1				
D55DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d55da"	
D55EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D55HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D55LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D55LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D55NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D55NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D55PR	ASL0		GUI_HIST	"Display Precision"			1				
D55PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D56CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d56ca"	
D56CV	ASL0			"Current Value"	SPC_NOMOD		1				
D56DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d56da"	
D56EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D56HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D56LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D56LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D56NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D56NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D56PR	ASL0		GUI_HIST	"Display Precision"			1				
D56PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D57CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d57ca"	
D57CV	ASL0			"Current Value"	SPC_NOMOD		1				
D57DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d57da"	
D57EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D57HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D57LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D57LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D57NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D57NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D57PR	ASL0		GUI_HIST	"Display Precision"			1				
D57PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D58CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d58ca"	
D58CV	ASL0			"Current Value"	SPC_NOMOD		1				
D58DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d58da"	
D58EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D58HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D58LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D58LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D58NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D58NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D58PR	ASL0		GUI_HIST	"Display Precision"			1				
D58PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D59CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d59ca"	
D59CV	ASL0			"Current Value"	SPC_NOMOD		1				
D59DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d59da"	
D59EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D59HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D59LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D59LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D59NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D59NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D59PR	ASL0		GUI_HIST	"Display Precision"			1				
D59PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D60CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d60ca"	
D60CV	ASL0			"Current Value"	SPC_NOMOD		1				
D60DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d60da"	
D60EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D60HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D60LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D60LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D60NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D60NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D60PR	ASL0		GUI_HIST	"Display Precision"			1				
D60PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D61CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d61ca"	
D61CV	ASL0			"Current Value"	SPC_NOMOD		1				
D61DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d61da"	
D61EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D61HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D61LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D61LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D61NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D61NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D61PR	ASL0		GUI_HIST	"Display Precision"			1				
D61PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D62CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d62ca"	
D62CV	ASL0			"Current Value"	SPC_NOMOD		1				
D62DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d62da"	
D62EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D62HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D62LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D62LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D62NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D62NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D62PR	ASL0		GUI_HIST	"Display Precision"			1				
D62PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D63CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d63ca"	
D63CV	ASL0			"Current Value"	SPC_NOMOD		1				
D63DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d63da"	
D63EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D63HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D63LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D63LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D63NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D63NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D63PR	ASL0		GUI_HIST	"Display Precision"			1				
D63PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D64CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d64ca"	
D64CV	ASL0			"Current Value"	SPC_NOMOD		1				
D64DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d64da"	
D64EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D64HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D64LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D64LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D64NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D64NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D64PR	ASL0		GUI_HIST	"Display Precision"			1				
D64PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D65CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d65ca"	
D65CV	ASL0			"Current Value"	SPC_NOMOD		1				
D65DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d65da"	
D65EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D65HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D65LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D65LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D65NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D65NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D65PR	ASL0		GUI_HIST	"Display Precision"			1				
D65PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D66CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d66ca"	
D66CV	ASL0			"Current Value"	SPC_NOMOD		1				
D66DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d66da"	
D66EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D66HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D66LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D66LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D66NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D66NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D66PR	ASL0		GUI_HIST	"Display Precision"			1				
D66PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D67CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d67ca"	
D67CV	ASL0			"Current Value"	SPC_NOMOD		1				
D67DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d67da"	
D67EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D67HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D67LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D67LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D67NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D67NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D67PR	ASL0		GUI_HIST	"Display Precision"			1				
D67PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D68CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d68ca"	
D68CV	ASL0			"Current Value"	SPC_NOMOD		1				
D68DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d68da"	
D68EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D68HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D68LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D68LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D68NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D68NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D68PR	ASL0		GUI_HIST	"Display Precision"			1				
D68PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D69CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d69ca"	
D69CV	ASL0			"Current Value"	SPC_NOMOD		1				
D69DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d69da"	
D69EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D69HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D69LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D69LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D69NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D69NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D69PR	ASL0		GUI_HIST	"Display Precision"			1				
D69PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
D70CA	ASL0			"Current Data Array"	SPC_DBADDR				4	"float *          d70ca"	
D70CV	ASL0			"Current Value"	SPC_NOMOD		1				
D70DA	ASL0			"Data Array"	SPC_DBADDR				4	"float *          d70da"	
D70EU	ASL0		GUI_COMPRESS	"Engineering Units"			1		16		
D70HR	ASL0		GUI_CONVERT	"High Oper Range"			1				
D70LR	ASL0		GUI_CONVERT	"Low  Oper Range"			1				
D70LV	ASL0			"Last Value Posted"	SPC_NOMOD		1				
D70NE	ASL0			"# of Elements/Pt"	SPC_NOMOD		1				
D70NV				"PV Status"	SPC_NOMOD		1				sscanP1NV
D70PR	ASL0		GUI_HIST	"Display Precision"			1				
D70PV	ASL0		GUI_CALC	"Detector PV Name"	SPC_MOD		1		40		
DATA				"Scan data ready"	SPC_NOMOD						
